Czas push_back mlab; Czas push_back std
0.029742, 0.045493
0.027599, 0.061239
0.056893, 0.122641
0.07302, 0.116006
0.095169, 0.143094
0.070376, 0.135166
0.078358, 0.128919
0.094394, 0.143276
0.158687, 0.156273
0.104749, 0.170375
0.138542, 0.207611
0.138438, 0.204086
0.142998, 0.218761
0.148101, 0.232263
0.154306, 0.25021
0.188575, 0.264494
0.195948, 0.280419
0.201941, 0.294218
0.246875, 0.310202
0.21303, 0.324282
0.218536, 0.366862
0.227324, 0.362388
0.235662, 0.381011
0.278373, 0.410647
0.308688, 0.419977
0.29226, 0.424674
0.301428, 0.442214
0.305474, 0.45747
0.314232, 0.467912
0.315788, 0.520263
0.433188, 0.785385
0.493249, 0.762574
0.51421, 0.833907
0.521293, 0.839082
0.466789, 0.858004
0.433032, 0.630427
0.462225, 0.59452
0.432208, 0.6189
0.438855, 0.621158
0.4384, 0.652387
0.446551, 0.763387
0.650448, 0.809885
0.304589, 0.442978
0.258152, 0.388374
0.261572, 0.395835
0.277276, 0.421162
0.268691, 0.412959
0.271725, 0.424928
0.277384, 0.386907
0.198319, 0.303513
0.194308, 0.310276
0.196366, 0.315352
0.199799, 0.321432
0.23907, 0.344206
0.242257, 0.339367
0.240345, 0.347824
0.2452, 0.34585
0.247119, 0.294477
0.191951, 0.276684
0.193084, 0.287185
0.19395, 0.283794
0.26867, 0.417016
0.290402, 0.418425
0.272537, 0.437059
0.320557, 0.459224
0.307186, 0.392488
0.257871, 0.390206
0.284254, 0.420714
0.275206, 0.395333
0.262833, 0.378087
0.173525, 0.266515
0.174646, 0.270099
0.173852, 0.270771
0.17578, 0.274484
0.177655, 0.25406
0.163532, 0.258469
0.170416, 0.26093
0.166395, 0.265468
0.167295, 0.271629
0.169506, 0.277177
0.206313, 0.273812
0.200825, 0.293868
0.201303, 0.294284
0.203555, 0.298271
0.205459, 0.305721
0.206153, 0.303272
0.2076, 0.30652
0.208291, 0.309744
0.209693, 0.313253
0.211299, 0.316854
0.213703, 0.318855
0.213722, 0.32692
0.215067, 0.328288
0.217187, 0.332749
0.217191, 0.335235
0.219495, 0.336329
0.22082, 0.341732
0.221856, 0.345345
0.25973, 0.353969
0.225223, 0.351678
0.228425, 0.354372
0.228387, 0.358556
0.22873, 0.361964
0.23, 0.366698
0.231577, 0.368475
0.233311, 0.390384
0.23418, 0.376511
0.235542, 0.385529
0.241096, 0.383992
0.239182, 0.406266
0.241748, 0.39016
0.240866, 0.395743
0.241449, 0.398092
0.243587, 0.400815
0.244572, 0.404013
0.24663, 0.407035
0.24789, 0.409532
0.248947, 0.421616
0.250756, 0.417645
0.252016, 0.418878
0.252442, 0.423396
0.299001, 0.43076
0.300961, 0.433008
0.303836, 0.436925
0.302817, 0.439992
0.304424, 0.455317
0.304159, 0.447264
0.306846, 0.451932
0.307995, 0.464361
0.30931, 0.45703
0.310304, 0.462119
0.312386, 0.467739
0.31449, 0.474102
0.314408, 0.477446
0.315302, 0.475225
0.3169, 0.479923
0.318431, 0.482066
0.319738, 0.485348
0.324146, 0.4893
0.362951, 0.492848
0.323806, 0.495963
0.325158, 0.498711
0.326584, 0.500655
0.331033, 0.507683
0.32929, 0.509422
0.330613, 0.512318
0.331568, 0.516361
0.333952, 0.521991
0.33512, 0.523319
0.336113, 0.52724
0.337563, 0.52855
0.340575, 0.533591
0.344293, 0.53443
0.341223, 0.537443
0.342505, 0.540754
0.344217, 0.545919
0.345268, 0.554476
0.347182, 0.549929
0.349062, 0.554622
0.438855, 0.760402
0.456113, 0.793274
0.496774, 0.840746
0.365018, 0.570933
0.355497, 0.610613
0.362954, 0.585843
0.357938, 0.584797
0.35968, 0.586557
0.361528, 0.595058
0.364762, 0.595462
0.363431, 0.597641
0.364179, 0.602116
0.366204, 0.606128
0.369625, 0.607416
0.367652, 0.619107
0.370114, 0.61601
0.371147, 0.619371
0.375779, 0.622033
0.373548, 0.624875
0.375138, 0.627809
0.376251, 0.632513
0.382757, 0.638484
0.378012, 0.638122
0.453358, 0.662312
0.456436, 0.68236
0.461129, 0.689645
0.458836, 0.674645
0.458004, 0.67887
0.46452, 0.682026
0.461611, 0.689813
0.462011, 0.68979
0.464083, 0.697488
0.465129, 0.74088
0.466859, 0.700504
0.467341, 0.707455
0.46897, 0.706159
0.474002, 0.706479
0.474698, 0.71221
0.478861, 0.713326
0.477992, 0.720516
0.476725, 0.725932
0.479636, 0.732972
0.481891, 0.729836
0.482513, 0.733415
0.48341, 0.742153
